id	kind	name	qualified_name	namespace	expected_namespace	namespace_path_match	path	line	compilation_unit	module	lint_tag	signature	noexcept	parent_id	owner_type	trivial_destructor	linkage	seen_in_tu_count
decl:c:@F@ALTREP	external_function	ALTREP	ALTREP				/usr/share/R/include/Rinternals.h	1152		external		int (struct SEXPREC *)	false				external	5
decl:c:@F@ANY_ATTRIB	external_function	ANY_ATTRIB	ANY_ATTRIB				/usr/share/R/include/Rinternals.h	266		external		int (struct SEXPREC *)	false				external	4
decl:c:@F@INTEGER	external_function	INTEGER	INTEGER				/usr/share/R/include/Rinternals.h	275		external		int *(struct SEXPREC *)	false				external	34
decl:c:@F@INTEGER_RO	external_function	INTEGER_RO	INTEGER_RO				/usr/share/R/include/Rinternals.h	280		external		const int *(struct SEXPREC *)	false				external	18
decl:c:@F@LENGTH	external_function	LENGTH	LENGTH				/usr/share/R/include/Rinternals.h	270		external		int (struct SEXPREC *)	false				external	67
decl:c:@F@LOGICAL	external_function	LOGICAL	LOGICAL				/usr/share/R/include/Rinternals.h	274		external		int *(struct SEXPREC *)	false				external	19
decl:c:@F@LOGICAL_RO	external_function	LOGICAL_RO	LOGICAL_RO				/usr/share/R/include/Rinternals.h	279		external		const int *(struct SEXPREC *)	false				external	21
decl:c:@F@NO_REFERENCES	external_function	NO_REFERENCES	NO_REFERENCES				/usr/share/R/include/Rinternals.h	249		external		int (struct SEXPREC *)	false				external	2
decl:c:@F@PRINTNAME	external_function	PRINTNAME	PRINTNAME				/usr/share/R/include/Rinternals.h	348		external		struct SEXPREC *(struct SEXPREC *)	false				external	2
decl:c:@F@RAW	external_function	RAW	RAW				/usr/share/R/include/Rinternals.h	276		external		unsigned char *(struct SEXPREC *)	false				external	2
decl:c:@F@REAL_RO	external_function	REAL_RO	REAL_RO				/usr/share/R/include/Rinternals.h	282		external		const double *(struct SEXPREC *)	false				external	2
decl:c:@F@R_CHAR	external_function	R_CHAR	R_CHAR				/usr/share/R/include/Rinternals.h	204		external		const char *(struct SEXPREC *)	false				external	57
decl:c:@F@R_ContinueUnwind	external_function	R_ContinueUnwind	R_ContinueUnwind				/usr/share/R/include/Rinternals.h	641		external		void (struct SEXPREC *) __attribute__((noreturn))	false				external	94
decl:c:@F@R_ExpandFileName	external_function	R_ExpandFileName	R_ExpandFileName				/usr/share/R/include/R_ext/Utils.h	87		external		const char *(const char *)	false				external	2
decl:c:@F@R_IsNA	external_function	R_IsNA	R_IsNA				/usr/share/R/include/R_ext/Arith.h	61		external		int (double)	false				external	2
decl:c:@F@R_MakeUnwindCont	external_function	R_MakeUnwindCont	R_MakeUnwindCont				/usr/share/R/include/Rinternals.h	640		external		struct SEXPREC *(void)	false				external	94
decl:c:@F@R_ProtectWithIndex	external_function	R_ProtectWithIndex	R_ProtectWithIndex				/usr/share/R/include/Rinternals.h	1119		external		void (struct SEXPREC *, int *)	false				external	94
decl:c:@F@R_Reprotect	external_function	R_Reprotect	R_Reprotect				/usr/share/R/include/Rinternals.h	1120		external		void (struct SEXPREC *, int)	false				external	94
decl:c:@F@R_alloc	external_function	R_alloc	R_alloc				/usr/share/R/include/R_ext/Memory.h	52		external		char *(unsigned long, int)	false				external	6
decl:c:@F@R_forceSymbols	external_function	R_forceSymbols	R_forceSymbols				/usr/share/R/include/R_ext/Rdynload.h	86		external		Rboolean (struct _DllInfo *, Rboolean)	false				external	1
decl:c:@F@R_registerRoutines	external_function	R_registerRoutines	R_registerRoutines				/usr/share/R/include/R_ext/Rdynload.h	80		external		int (struct _DllInfo *, const R_CMethodDef *, const R_CallMethodDef *, const R_CMethodDef *, const R_CallMethodDef *)	false				external	1
decl:c:@F@R_tryCatchError	external_function	R_tryCatchError	R_tryCatchError				/usr/share/R/include/Rinternals.h	636		external		struct SEXPREC *(struct SEXPREC *(*)(void *), void *, struct SEXPREC *(*)(struct SEXPREC *, void *), void *)	false				external	2
decl:c:@F@R_useDynamicSymbols	external_function	R_useDynamicSymbols	R_useDynamicSymbols				/usr/share/R/include/R_ext/Rdynload.h	85		external		Rboolean (struct _DllInfo *, Rboolean)	false				external	1
decl:c:@F@Rf_ScalarInteger	external_function	Rf_ScalarInteger	Rf_ScalarInteger				/usr/share/R/include/Rinternals.h	1107		external		struct SEXPREC *(int)	false				external	2
decl:c:@F@Rf_ScalarLogical	external_function	Rf_ScalarLogical	Rf_ScalarLogical				/usr/share/R/include/Rinternals.h	1108		external		struct SEXPREC *(int)	false				external	3
decl:c:@F@Rf_ScalarString	external_function	Rf_ScalarString	Rf_ScalarString				/usr/share/R/include/Rinternals.h	1111		external		struct SEXPREC *(struct SEXPREC *)	false				external	2
decl:c:@F@Rf_allocMatrix	external_function	Rf_allocMatrix	Rf_allocMatrix				/usr/share/R/include/Rinternals.h	471		external		struct SEXPREC *(unsigned int, int, int)	false				external	18
decl:c:@F@Rf_allocVector	external_function	Rf_allocVector	Rf_allocVector				/usr/share/R/include/Rinternals.h	1063		external		struct SEXPREC *(unsigned int, long)	false				external	84
decl:c:@F@Rf_asInteger	external_function	Rf_asInteger	Rf_asInteger				/usr/share/R/include/Rinternals.h	452		external		int (struct SEXPREC *)	false				external	2
decl:c:@F@Rf_charIsASCII	external_function	Rf_charIsASCII	Rf_charIsASCII				/usr/share/R/include/Rinternals.h	582		external		Rboolean (struct SEXPREC *)	false				external	45
decl:c:@F@Rf_coerceVector	external_function	Rf_coerceVector	Rf_coerceVector				/usr/share/R/include/Rinternals.h	447		external		struct SEXPREC *(struct SEXPREC *, unsigned int)	false				external	2
decl:c:@F@Rf_error	external_function	Rf_error	Rf_error				/usr/share/R/include/R_ext/Error.h	58		external		void (const char *, ...)	false				external	106
decl:c:@F@Rf_eval	external_function	Rf_eval	Rf_eval				/usr/share/R/include/Rinternals.h	493		external		struct SEXPREC *(struct SEXPREC *, struct SEXPREC *)	false				external	2
decl:c:@F@Rf_getAttrib	external_function	Rf_getAttrib	Rf_getAttrib				/usr/share/R/include/Rinternals.h	499		external		struct SEXPREC *(struct SEXPREC *, struct SEXPREC *)	false				external	12
decl:c:@F@Rf_getCharCE	external_function	Rf_getCharCE	Rf_getCharCE				/usr/share/R/include/Rinternals.h	581		external		cetype_t (struct SEXPREC *)	false				external	48
decl:c:@F@Rf_install	external_function	Rf_install	Rf_install				/usr/share/R/include/Rinternals.h	508		external		struct SEXPREC *(const char *)	false				external	4
decl:c:@F@Rf_isFactor	external_function	Rf_isFactor	Rf_isFactor				/usr/share/R/include/Rinternals.h	1069		external		Rboolean (struct SEXPREC *)	false				external	2
decl:c:@F@Rf_isInteger	external_function	Rf_isInteger	Rf_isInteger				/usr/share/R/include/Rinternals.h	1071		external		Rboolean (struct SEXPREC *)	false				external	4
decl:c:@F@Rf_isLogical	external_function	Rf_isLogical	Rf_isLogical				/usr/share/R/include/Rinternals.h	209		external		Rboolean (struct SEXPREC *)	false				external	2
decl:c:@F@Rf_isMatrix	external_function	Rf_isMatrix	Rf_isMatrix				/usr/share/R/include/Rinternals.h	1074		external		Rboolean (struct SEXPREC *)	false				external	2
decl:c:@F@Rf_isNull	external_function	Rf_isNull	Rf_isNull				/usr/share/R/include/Rinternals.h	207		external		Rboolean (struct SEXPREC *)	false				external	18
decl:c:@F@Rf_isObject	external_function	Rf_isObject	Rf_isObject				/usr/share/R/include/Rinternals.h	215		external		Rboolean (struct SEXPREC *)	false				external	4
decl:c:@F@Rf_isReal	external_function	Rf_isReal	Rf_isReal				/usr/share/R/include/Rinternals.h	210		external		Rboolean (struct SEXPREC *)	false				external	2
decl:c:@F@Rf_isString	external_function	Rf_isString	Rf_isString				/usr/share/R/include/Rinternals.h	214		external		Rboolean (struct SEXPREC *)	false				external	4
decl:c:@F@Rf_isSymbol	external_function	Rf_isSymbol	Rf_isSymbol				/usr/share/R/include/Rinternals.h	208		external		Rboolean (struct SEXPREC *)	false				external	2
decl:c:@F@Rf_isVectorAtomic	external_function	Rf_isVectorAtomic	Rf_isVectorAtomic				/usr/share/R/include/Rinternals.h	1083		external		Rboolean (struct SEXPREC *)	false				external	4
decl:c:@F@Rf_isVectorList	external_function	Rf_isVectorList	Rf_isVectorList				/usr/share/R/include/Rinternals.h	1084		external		Rboolean (struct SEXPREC *)	false				external	14
decl:c:@F@Rf_lang2	external_function	Rf_lang2	Rf_lang2				/usr/share/R/include/Rinternals.h	1087		external		struct SEXPREC *(struct SEXPREC *, struct SEXPREC *)	false				external	2
decl:c:@F@Rf_mkChar	external_function	Rf_mkChar	Rf_mkChar				/usr/share/R/include/Rinternals.h	524		external		struct SEXPREC *(const char *)	false				external	3
decl:c:@F@Rf_mkCharLenCE	external_function	Rf_mkCharLenCE	Rf_mkCharLenCE				/usr/share/R/include/Rinternals.h	586		external		struct SEXPREC *(const char *, int, cetype_t)	false				external	34
decl:c:@F@Rf_mkString	external_function	Rf_mkString	Rf_mkString				/usr/share/R/include/Rinternals.h	1103		external		struct SEXPREC *(const char *)	false				external	1
decl:c:@F@Rf_protect	external_function	Rf_protect	Rf_protect				/usr/share/R/include/Rinternals.h	1117		external		struct SEXPREC *(struct SEXPREC *)	false				external	108
decl:c:@F@Rf_setAttrib	external_function	Rf_setAttrib	Rf_setAttrib				/usr/share/R/include/Rinternals.h	536		external		struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *)	false				external	17
decl:c:@F@Rf_translateChar	external_function	Rf_translateChar	Rf_translateChar				/usr/share/R/include/Rinternals.h	542		external		const char *(struct SEXPREC *)	false				external	2
decl:c:@F@Rf_translateCharUTF8	external_function	Rf_translateCharUTF8	Rf_translateCharUTF8				/usr/share/R/include/Rinternals.h	543		external		const char *(struct SEXPREC *)	false				external	4
decl:c:@F@Rf_unprotect	external_function	Rf_unprotect	Rf_unprotect				/usr/share/R/include/Rinternals.h	1118		external		void (int)	false				external	108
decl:c:@F@Rf_warning	external_function	Rf_warning	Rf_warning				/usr/share/R/include/R_ext/Error.h	73		external		void (const char *, ...)	false				external	94
decl:c:@F@Riconv	external_function	Riconv	Riconv				/usr/share/R/include/R_ext/Riconv.h	42		external		unsigned long (void *, const char **, unsigned long *, char **, unsigned long *)	false				external	1
decl:c:@F@Riconv_close	external_function	Riconv_close	Riconv_close				/usr/share/R/include/R_ext/Riconv.h	44		external		int (void *)	false				external	1
decl:c:@F@Riconv_open	external_function	Riconv_open	Riconv_open				/usr/share/R/include/R_ext/Riconv.h	41		external		void *(const char *, const char *)	false				external	1
decl:c:@F@SETCAR	external_function	SETCAR	SETCAR				/usr/share/R/include/Rinternals.h	325		external		struct SEXPREC *(struct SEXPREC *, struct SEXPREC *)	false				external	94
decl:c:@F@SET_STRING_ELT	external_function	SET_STRING_ELT	SET_STRING_ELT				/usr/share/R/include/Rinternals.h	286		external		void (struct SEXPREC *, long, struct SEXPREC *)	false				external	39
decl:c:@F@SET_VECTOR_ELT	external_function	SET_VECTOR_ELT	SET_VECTOR_ELT				/usr/share/R/include/Rinternals.h	287		external		struct SEXPREC *(struct SEXPREC *, long, struct SEXPREC *)	false				external	43
decl:c:@F@STRING_ELT	external_function	STRING_ELT	STRING_ELT				/usr/share/R/include/Rinternals.h	1135		external		struct SEXPREC *(struct SEXPREC *, long)	false				external	36
decl:c:@F@STRING_PTR_RO	external_function	STRING_PTR_RO	STRING_PTR_RO				/usr/share/R/include/Rinternals.h	288		external		struct SEXPREC *const *(struct SEXPREC *)	false				external	43
decl:c:@F@TYPEOF	external_function	TYPEOF	TYPEOF				/usr/share/R/include/Rinternals.h	261		external		int (struct SEXPREC *)	false				external	6
decl:c:@F@UCNV_FROM_U_CALLBACK_SUBSTITUTE_78	external_function	UCNV_FROM_U_CALLBACK_SUBSTITUTE_78	UCNV_FROM_U_CALLBACK_SUBSTITUTE_78				/usr/include/unicode/ucnv_err.h	317		external		void (const void *, UConverterFromUnicodeArgs *, const char16_t *, int, int, UConverterCallbackReason, enum UErrorCode *)	false				external	2
decl:c:@F@UCNV_TO_U_CALLBACK_SUBSTITUTE_78	external_function	UCNV_TO_U_CALLBACK_SUBSTITUTE_78	UCNV_TO_U_CALLBACK_SUBSTITUTE_78				/usr/include/unicode/ucnv_err.h	427		external		void (const void *, UConverterToUnicodeArgs *, const char *, int, UConverterCallbackReason, enum UErrorCode *)	false				external	2
decl:c:@F@U_FAILURE#$@E@UErrorCode#	external_function	U_FAILURE	U_FAILURE				/usr/include/unicode/utypes.h	816		external		signed char (enum UErrorCode)	false				internal	77
decl:c:@F@U_SUCCESS#$@E@UErrorCode#	external_function	U_SUCCESS	U_SUCCESS				/usr/include/unicode/utypes.h	810		external		signed char (enum UErrorCode)	false				internal	21
decl:c:@F@VECTOR_ELT	external_function	VECTOR_ELT	VECTOR_ELT				/usr/share/R/include/Rinternals.h	285		external		struct SEXPREC *(struct SEXPREC *, long)	false				external	27
decl:c:@F@XLENGTH	external_function	XLENGTH	XLENGTH				/usr/share/R/include/Rinternals.h	271		external		long (struct SEXPREC *)	false				external	46
decl:c:@F@__errno_location	external_function	__errno_location	__errno_location				/usr/include/errno.h	37		external		int *(void) noexcept	true				external	2
decl:c:@F@_setjmp	external_function	_setjmp	_setjmp				/usr/include/setjmp.h	49		external		int (struct __jmp_buf_tag *) noexcept	true				external	94
decl:c:@F@fclose	external_function	fclose	fclose				/usr/include/stdio.h	191		external		int (struct _IO_FILE *)	false				external	1
decl:c:@F@fopen	external_function	fopen	fopen				/usr/include/stdio.h	271		external		struct _IO_FILE *(const char *, const char *)	false				external	1
decl:c:@F@fread#*v#l#l#*$@S@_IO_FILE#	external_function	fread	fread				/usr/include/x86_64-linux-gnu/bits/stdio2.h	322		external		unsigned long (void *, unsigned long, unsigned long, struct _IO_FILE *)	false				external	1
decl:c:@F@free	external_function	free	free				/usr/include/stdlib.h	691		external		void (void *) noexcept	true				external	6
decl:c:@F@fseek	external_function	fseek	fseek				/usr/include/stdio.h	773		external		int (struct _IO_FILE *, long, int)	false				external	1
decl:c:@F@ftell	external_function	ftell	ftell				/usr/include/stdio.h	779		external		long (struct _IO_FILE *)	false				external	1
decl:c:@F@longjmp	external_function	longjmp	longjmp				/usr/include/setjmp.h	58		external		void (struct __jmp_buf_tag *, int) __attribute__((noreturn)) noexcept	true				external	94
decl:c:@F@make_strview#*1C#I#$@S@cetype_ext_t#	external_function	make_strview	make_strview				charport/include/charport/interop/types.h	148		external		struct charport_strview (const char *, int, struct cetype_ext_t) noexcept	true				external	5
decl:c:@F@malloc	external_function	malloc	malloc				/usr/include/stdlib.h	676		external		void *(unsigned long) noexcept	true				external	6
decl:c:@F@memchr#*1v#I#l#	external_function	memchr	memchr				/usr/include/string.h	111		external		const void *(const void *, int, unsigned long) noexcept	true				external	20
decl:c:@F@memcmp	external_function	memcmp	memcmp				/usr/include/string.h	75		external		int (const void *, const void *, unsigned long) noexcept	true				external	22
decl:c:@F@memcpy	external_function	memcpy	memcpy				/usr/include/x86_64-linux-gnu/bits/string_fortified.h	26		external		void *(void *, const void *, unsigned long) noexcept	true				external	30
decl:c:@F@memset	external_function	memset	memset				/usr/include/x86_64-linux-gnu/bits/string_fortified.h	57		external		void *(void *, int, unsigned long) noexcept	true				external	2
decl:c:@F@pow	external_function	pow	pow				/usr/include/x86_64-linux-gnu/bits/mathcalls.h	177		external		double (double, double) noexcept	true				external	1
decl:c:@F@realloc	external_function	realloc	realloc				/usr/include/stdlib.h	687		external		void *(void *, unsigned long) noexcept	true				external	6
decl:c:@F@rewind	external_function	rewind	rewind				/usr/include/stdio.h	784		external		void (struct _IO_FILE *)	false				external	1
decl:c:@F@snprintf#*C#l#*1C.#	external_function	snprintf	snprintf				/usr/include/x86_64-linux-gnu/bits/stdio2.h	75		external		int (char *, unsigned long, const char *, ...) noexcept	true				internal	111
decl:c:@F@stat	external_function	stat	stat				/usr/include/x86_64-linux-gnu/sys/stat.h	205		external		int (const char *, struct stat *) noexcept	true				external	1
decl:c:@F@strcmp	external_function	strcmp	strcmp				/usr/include/string.h	171		external		int (const char *, const char *) noexcept	true				external	19
decl:c:@F@strerror	external_function	strerror	strerror				/usr/include/string.h	451		external		char *(int) noexcept	true				external	3
decl:c:@F@strlen	external_function	strlen	strlen				/usr/include/string.h	439		external		unsigned long (const char *) noexcept	true				external	6
decl:c:@F@u_charType_78	external_function	u_charType_78	u_charType_78				/usr/include/unicode/uchar.h	3646		external		signed char (int)	false				external	3
decl:c:@F@u_errorName_78	external_function	u_errorName_78	u_errorName_78				/usr/include/unicode/utypes.h	837		external		const char *(enum UErrorCode)	false				external	110
decl:c:@F@u_getDataVersion_78	external_function	u_getDataVersion_78	u_getDataVersion_78				/usr/include/unicode/icudataver.h	41		external		void (unsigned char *, enum UErrorCode *)	false				external	1
decl:c:@F@u_getIntPropertyValue_78	external_function	u_getIntPropertyValue_78	u_getIntPropertyValue_78				/usr/include/unicode/uchar.h	3049		external		int (int, enum UProperty)	false				external	3
decl:c:@F@u_getUnicodeVersion_78	external_function	u_getUnicodeVersion_78	u_getUnicodeVersion_78				/usr/include/unicode/uchar.h	4388		external		void (unsigned char *)	false				external	1
decl:c:@F@u_getVersion_78	external_function	u_getVersion_78	u_getVersion_78				/usr/include/unicode/uversion.h	244		external		void (unsigned char *)	false				external	1
decl:c:@F@u_hasBinaryProperty_78	external_function	u_hasBinaryProperty_78	u_hasBinaryProperty_78				/usr/include/unicode/uchar.h	2897		external		signed char (int, enum UProperty)	false				external	3
decl:c:@F@u_init_78	external_function	u_init_78	u_init_78				/usr/include/unicode/uclean.h	53		external		void (enum UErrorCode *)	false				external	1
decl:c:@F@u_strFromUTF8WithSub_78	external_function	u_strFromUTF8WithSub_78	u_strFromUTF8WithSub_78				/usr/include/unicode/ustring.h	1378		external		char16_t *(char16_t *, int, int *, const char *, int, int, int *, enum UErrorCode *)	false				external	1
decl:c:@F@u_strToUTF8_78	external_function	u_strToUTF8_78	u_strToUTF8_78				/usr/include/unicode/ustring.h	1260		external		char *(char *, int, int *, const char16_t *, int, enum UErrorCode *)	false				external	18
decl:c:@F@u_toupper_78	external_function	u_toupper_78	u_toupper_78				/usr/include/unicode/uchar.h	4235		external		int (int)	false				external	1
decl:c:@F@u_versionToString_78	external_function	u_versionToString_78	u_versionToString_78				/usr/include/unicode/uversion.h	233		external		void (const unsigned char *, char *)	false				external	1
decl:c:@F@ubrk_close_78	external_function	ubrk_close_78	ubrk_close_78				/usr/include/unicode/ubrk.h	357		external		void (struct UBreakIterator *)	false				external	2
decl:c:@F@ubrk_first_78	external_function	ubrk_first_78	ubrk_first_78				/usr/include/unicode/ubrk.h	464		external		int (struct UBreakIterator *)	false				external	14
decl:c:@F@ubrk_getLocaleByType_78	external_function	ubrk_getLocaleByType_78	ubrk_getLocaleByType_78				/usr/include/unicode/ubrk.h	582		external		const char *(const struct UBreakIterator *, ULocDataLocaleType, enum UErrorCode *)	false				external	2
decl:c:@F@ubrk_getRuleStatus_78	external_function	ubrk_getRuleStatus_78	ubrk_getRuleStatus_78				/usr/include/unicode/ubrk.h	550		external		int (struct UBreakIterator *)	false				external	14
decl:c:@F@ubrk_last_78	external_function	ubrk_last_78	ubrk_last_78				/usr/include/unicode/ubrk.h	476		external		int (struct UBreakIterator *)	false				external	14
decl:c:@F@ubrk_next_78	external_function	ubrk_next_78	ubrk_next_78				/usr/include/unicode/ubrk.h	442		external		int (struct UBreakIterator *)	false				external	14
decl:c:@F@ubrk_openRules_78	external_function	ubrk_openRules_78	ubrk_openRules_78				/usr/include/unicode/ubrk.h	267		external		struct UBreakIterator *(const char16_t *, int, const char16_t *, int, struct UParseError *, enum UErrorCode *)	false				external	2
decl:c:@F@ubrk_open_78	external_function	ubrk_open_78	ubrk_open_78				/usr/include/unicode/ubrk.h	245		external		struct UBreakIterator *(enum UBreakIteratorType, const char *, const char16_t *, int, enum UErrorCode *)	false				external	2
decl:c:@F@ubrk_previous_78	external_function	ubrk_previous_78	ubrk_previous_78				/usr/include/unicode/ubrk.h	454		external		int (struct UBreakIterator *)	false				external	14
decl:c:@F@ubrk_setUText_78	external_function	ubrk_setUText_78	ubrk_setUText_78				/usr/include/unicode/ubrk.h	415		external		void (struct UBreakIterator *, struct UText *, enum UErrorCode *)	false				external	14
decl:c:@F@ucasemap_close_78	external_function	ucasemap_close_78	ucasemap_close_78				/usr/include/unicode/ucasemap.h	84		external		void (struct UCaseMap *)	false				external	2
decl:c:@F@ucasemap_getLocale_78	external_function	ucasemap_getLocale_78	ucasemap_getLocale_78				/usr/include/unicode/ucasemap.h	112		external		const char *(const struct UCaseMap *)	false				external	2
decl:c:@F@ucasemap_open_78	external_function	ucasemap_open_78	ucasemap_open_78				/usr/include/unicode/ucasemap.h	76		external		struct UCaseMap *(const char *, unsigned int, enum UErrorCode *)	false				external	2
decl:c:@F@ucasemap_setBreakIterator_78	external_function	ucasemap_setBreakIterator_78	ucasemap_setBreakIterator_78				/usr/include/unicode/ucasemap.h	184		external		void (struct UCaseMap *, struct UBreakIterator *, enum UErrorCode *)	false				external	1
decl:c:@F@ucasemap_utf8ToLower_78	external_function	ucasemap_utf8ToLower_78	ucasemap_utf8ToLower_78				/usr/include/unicode/ucasemap.h	264		external		int (const struct UCaseMap *, char *, int, const char *, int, enum UErrorCode *)	false				external	1
decl:c:@F@ucasemap_utf8ToTitle_78	external_function	ucasemap_utf8ToTitle_78	ucasemap_utf8ToTitle_78				/usr/include/unicode/ucasemap.h	345		external		int (struct UCaseMap *, char *, int, const char *, int, enum UErrorCode *)	false				external	1
decl:c:@F@ucasemap_utf8ToUpper_78	external_function	ucasemap_utf8ToUpper_78	ucasemap_utf8ToUpper_78				/usr/include/unicode/ucasemap.h	293		external		int (const struct UCaseMap *, char *, int, const char *, int, enum UErrorCode *)	false				external	1
decl:c:@F@ucnv_close_78	external_function	ucnv_close_78	ucnv_close_78				/usr/include/unicode/ucnv.h	582		external		void (struct UConverter *)	false				external	5
decl:c:@F@ucnv_compareNames_78	external_function	ucnv_compareNames_78	ucnv_compareNames_78				/usr/include/unicode/ucnv.h	314		external		int (const char *, const char *)	false				external	2
decl:c:@F@ucnv_convertEx_78	external_function	ucnv_convertEx_78	ucnv_convertEx_78				/usr/include/unicode/ucnv.h	1513		external		void (struct UConverter *, struct UConverter *, char **, const char *, const char **, const char *, char16_t *, char16_t **, char16_t **, const char16_t *, signed char, signed char, enum UErrorCode *)	false				external	2
decl:c:@F@ucnv_countStandards_78	external_function	ucnv_countStandards_78	ucnv_countStandards_78				/usr/include/unicode/ucnv.h	1815		external		unsigned short (void)	false				external	1
decl:c:@F@ucnv_fromUChars_78	external_function	ucnv_fromUChars_78	ucnv_fromUChars_78				/usr/include/unicode/ucnv.h	1261		external		int (struct UConverter *, char *, int, const char16_t *, int, enum UErrorCode *)	false				external	3
decl:c:@F@ucnv_getMaxCharSize_78	external_function	ucnv_getMaxCharSize_78	ucnv_getMaxCharSize_78				/usr/include/unicode/ucnv.h	805		external		signed char (const struct UConverter *)	false				external	3
decl:c:@F@ucnv_getMinCharSize_78	external_function	ucnv_getMinCharSize_78	ucnv_getMinCharSize_78				/usr/include/unicode/ucnv.h	838		external		signed char (const struct UConverter *)	false				external	1
decl:c:@F@ucnv_getName_78	external_function	ucnv_getName_78	ucnv_getName_78				/usr/include/unicode/ucnv.h	872		external		const char *(const struct UConverter *, enum UErrorCode *)	false				external	5
decl:c:@F@ucnv_getNextUChar_78	external_function	ucnv_getNextUChar_78	ucnv_getNextUChar_78				/usr/include/unicode/ucnv.h	1369		external		int (struct UConverter *, const char **, const char *, enum UErrorCode *)	false				external	1
decl:c:@F@ucnv_getStandardName_78	external_function	ucnv_getStandardName_78	ucnv_getStandardName_78				/usr/include/unicode/ucnv.h	1847		external		const char *(const char *, const char *, enum UErrorCode *)	false				external	1
decl:c:@F@ucnv_getStandard_78	external_function	ucnv_getStandard_78	ucnv_getStandard_78				/usr/include/unicode/ucnv.h	1825		external		const char *(unsigned short, enum UErrorCode *)	false				external	1
decl:c:@F@ucnv_open_78	external_function	ucnv_open_78	ucnv_open_78				/usr/include/unicode/ucnv.h	366		external		struct UConverter *(const char *, enum UErrorCode *)	false				external	3
decl:c:@F@ucnv_resetFromUnicode_78	external_function	ucnv_resetFromUnicode_78	ucnv_resetFromUnicode_78				/usr/include/unicode/ucnv.h	752		external		void (struct UConverter *)	false				external	2
decl:c:@F@ucnv_reset_78	external_function	ucnv_reset_78	ucnv_reset_78				/usr/include/unicode/ucnv.h	730		external		void (struct UConverter *)	false				external	1
decl:c:@F@ucnv_setFromUCallBack_78	external_function	ucnv_setFromUCallBack_78	ucnv_setFromUCallBack_78				/usr/include/unicode/ucnv.h	1089		external		void (struct UConverter *, void (*)(const void *, UConverterFromUnicodeArgs *, const char16_t *, int, int, UConverterCallbackReason, enum UErrorCode *), const void *, void (**)(const void *, UConverterFromUnicodeArgs *, const char16_t *, int, int, UConverterCallbackReason, enum UErrorCode *), const void **, enum UErrorCode *)	false				external	2
decl:c:@F@ucnv_setToUCallBack_78	external_function	ucnv_setToUCallBack_78	ucnv_setToUCallBack_78				/usr/include/unicode/ucnv.h	1066		external		void (struct UConverter *, void (*)(const void *, UConverterToUnicodeArgs *, const char *, int, UConverterCallbackReason, enum UErrorCode *), const void *, void (**)(const void *, UConverterToUnicodeArgs *, const char *, int, UConverterCallbackReason, enum UErrorCode *), const void **, enum UErrorCode *)	false				external	2
decl:c:@F@ucol_close_78	external_function	ucol_close_78	ucol_close_78				/usr/include/unicode/ucol.h	540		external		void (struct UCollator *)	false				external	1
decl:c:@F@ucol_getLocaleByType_78	external_function	ucol_getLocaleByType_78	ucol_getLocaleByType_78				/usr/include/unicode/ucol.h	1427		external		const char *(const struct UCollator *, ULocDataLocaleType, enum UErrorCode *)	false				external	1
decl:c:@F@ucol_open_78	external_function	ucol_open_78	ucol_open_78				/usr/include/unicode/ucol.h	415		external		struct UCollator *(const char *, enum UErrorCode *)	false				external	1
decl:c:@F@ucol_setAttribute_78	external_function	ucol_setAttribute_78	ucol_setAttribute_78				/usr/include/unicode/ucol.h	1220		external		void (struct UCollator *, UColAttribute, UColAttributeValue, enum UErrorCode *)	false				external	1
decl:c:@F@ucol_strcollUTF8_78	external_function	ucol_strcollUTF8_78	ucol_strcollUTF8_78				/usr/include/unicode/ucol.h	602		external		UCollationResult (const struct UCollator *, const char *, int, const char *, int, enum UErrorCode *)	false				external	3
decl:c:@F@uloc_canonicalize_78	external_function	uloc_canonicalize_78	uloc_canonicalize_78				/usr/include/unicode/uloc.h	528		external		int (const char *, char *, int, enum UErrorCode *)	false				external	2
decl:c:@F@uloc_getDefault_78	external_function	uloc_getDefault_78	uloc_getDefault_78				/usr/include/unicode/uloc.h	375		external		const char *(void)	false				external	3
decl:c:@F@usearch_close_78	external_function	usearch_close_78	usearch_close_78				/usr/include/unicode/usearch.h	361		external		void (struct UStringSearch *)	false				external	1
decl:c:@F@usearch_first_78	external_function	usearch_first_78	usearch_first_78				/usr/include/unicode/usearch.h	660		external		int (struct UStringSearch *, enum UErrorCode *)	false				external	1
decl:c:@F@usearch_getMatchedLength_78	external_function	usearch_getMatchedLength_78	usearch_getMatchedLength_78				/usr/include/unicode/usearch.h	480		external		int (const struct UStringSearch *)	false				external	1
decl:c:@F@usearch_last_78	external_function	usearch_last_78	usearch_last_78				/usr/include/unicode/usearch.h	703		external		int (struct UStringSearch *, enum UErrorCode *)	false				external	1
decl:c:@F@usearch_next_78	external_function	usearch_next_78	usearch_next_78				/usr/include/unicode/usearch.h	752		external		int (struct UStringSearch *, enum UErrorCode *)	false				external	1
