id	kind	name	qualified_name	namespace	expected_namespace	namespace_path_match	path	line	compilation_unit	module	lint_tag	signature	noexcept	parent_id	owner_type	trivial_destructor	linkage	seen_in_tu_count
decl:c:@N@charr@N@altrep_backend@N@trans_title@F@prepare_skip_options_r#*$@S@SEXPREC#	function	prepare_skip_options_r	charr::altrep_backend::trans_title::prepare_skip_options_r	charr::altrep_backend::trans_title	charr::altrep_backend	true	src/altrep_backend/ci_trans_title.cpp	130	unit:src/altrep_backend/ci_trans_title.cpp	altrep	r_helper	_Bool (struct SEXPREC *) noexcept	true				external	1
decl:c:@N@charr@N@altrep_backend@N@trans_title@F@prepare_type_r#*$@S@SEXPREC#&$@N@charr@N@shared@S@TitleCaseOptions#	function	prepare_type_r	charr::altrep_backend::trans_title::prepare_type_r	charr::altrep_backend::trans_title	charr::altrep_backend	true	src/altrep_backend/ci_trans_title.cpp	171	unit:src/altrep_backend/ci_trans_title.cpp	altrep	r_helper	void (struct SEXPREC *, struct charr::shared::TitleCaseOptions &) noexcept	true				external	1
decl:c:@N@charr@N@altrep_backend@N@trans_title@F@require_icu_success#$@E@UErrorCode#	function	require_icu_success	charr::altrep_backend::trans_title::require_icu_success	charr::altrep_backend::trans_title	charr::altrep_backend	true	src/altrep_backend/ci_trans_title.cpp	258	unit:src/altrep_backend/ci_trans_title.cpp	altrep	cxx_helper	void (enum UErrorCode)	false				external	1
decl:c:@N@charr@N@altrep_backend@N@trans_title@F@string_length#*1C#	function	string_length	charr::altrep_backend::trans_title::string_length	charr::altrep_backend::trans_title	charr::altrep_backend	true	src/altrep_backend/ci_trans_title.cpp	62	unit:src/altrep_backend/ci_trans_title.cpp	altrep	neutral_helper	unsigned long (const char *) noexcept	true				external	1
decl:c:@N@charr@N@altrep_backend@N@wrap@F@emit_locale_warning_r#b#	function	emit_locale_warning_r	charr::altrep_backend::wrap::emit_locale_warning_r	charr::altrep_backend::wrap	charr::altrep_backend	true	src/altrep_backend/ci_wrap.cpp	74	unit:src/altrep_backend/ci_wrap.cpp	altrep	r_helper	void (_Bool) noexcept	true				external	1
decl:c:@N@charr@N@altrep_backend@N@wrap@F@normalize_input#&1$@S@charport_strview#&$@N@charr@N@shared@S@NativeToUtf8#&$@N@charr@N@shared@S@SliceArena#	function	normalize_input	charr::altrep_backend::wrap::normalize_input	charr::altrep_backend::wrap	charr::altrep_backend	true	src/altrep_backend/ci_wrap.cpp	54	unit:src/altrep_backend/ci_wrap.cpp	altrep	cxx_helper	struct charr::shared::StringView (const struct charport_strview &, class charr::shared::NativeToUtf8 &, class charr::shared::SliceArena &)	false				external	1
decl:c:@N@charr@N@altrep_backend@N@wrap@F@require_icu_success#$@E@UErrorCode#	function	require_icu_success	charr::altrep_backend::wrap::require_icu_success	charr::altrep_backend::wrap	charr::altrep_backend	true	src/altrep_backend/ci_wrap.cpp	67	unit:src/altrep_backend/ci_wrap.cpp	altrep	cxx_helper	void (enum UErrorCode)	false				external	1
decl:c:@N@charr@N@altrep_backend@S@ICUError	class	ICUError	charr::altrep_backend::ICUError	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_exception.h	77		altrep					false	true	external	55
decl:c:@N@charr@N@altrep_backend@S@ICUError@F@getICUerrorName#$@E@UErrorCode#S	method	getICUerrorName	charr::altrep_backend::ICUError::getICUerrorName	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_exception.cpp	56	unit:src/altrep_backend/ci_exception.cpp	altrep	neutral_helper	const char *(enum UErrorCode) noexcept	true	decl:c:@N@charr@N@altrep_backend@S@ICUError			external	55
decl:c:@N@charr@N@altrep_backend@S@StriException	class	StriException	charr::altrep_backend::StriException	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_exception.h	176		altrep					false	true	external	55
decl:c:@N@charr@N@altrep_backend@S@StriException@F@StriException#$@E@UErrorCode#*1C#	constructor	StriException	charr::altrep_backend::StriException::StriException	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_exception.h	193		altrep	cxx_helper	void (enum UErrorCode, const char *)	false	decl:c:@N@charr@N@altrep_backend@S@StriException			external	55
decl:c:@N@charr@N@altrep_backend@S@StriException@F@StriException#*1C.#	constructor	StriException	charr::altrep_backend::StriException::StriException	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_exception.h	185		altrep	cxx_helper	void (const char *, ...)	false	decl:c:@N@charr@N@altrep_backend@S@StriException			external	55
decl:c:@N@charr@N@altrep_backend@S@StriException@F@getMessage#1	method	getMessage	charr::altrep_backend::StriException::getMessage	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_exception.h	208		altrep	neutral_helper	const char *(void) const noexcept	true	decl:c:@N@charr@N@altrep_backend@S@StriException			external	55
decl:c:@N@charr@N@altrep_backend@S@StriUcnv	class	StriUcnv	charr::altrep_backend::StriUcnv	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_ucnv.h	56		altrep					true	false	external	2
decl:c:@N@charr@N@altrep_backend@S@StriUcnv@F@STRI__UCNV_FROM_U_CALLBACK_SUBSTITUTE_WARN#*1v#*$@SA@UConverterFromUnicodeArgs#*1q#I#I#$@EA@UConverterCallbackReason#*$@E@UErrorCode#S	method	STRI__UCNV_FROM_U_CALLBACK_SUBSTITUTE_WARN	charr::altrep_backend::StriUcnv::STRI__UCNV_FROM_U_CALLBACK_SUBSTITUTE_WARN	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_ucnv.cpp	224	unit:src/altrep_backend/ci_ucnv.cpp	altrep	cxx_helper	void (const void *, UConverterFromUnicodeArgs *, const char16_t *, int, int, UConverterCallbackReason, enum UErrorCode *) noexcept	true	decl:c:@N@charr@N@altrep_backend@S@StriUcnv			external	1
decl:c:@N@charr@N@altrep_backend@S@StriUcnv@F@STRI__UCNV_TO_U_CALLBACK_SUBSTITUTE_WARN#*1v#*$@SA@UConverterToUnicodeArgs#*1C#I#$@EA@UConverterCallbackReason#*$@E@UErrorCode#S	method	STRI__UCNV_TO_U_CALLBACK_SUBSTITUTE_WARN	charr::altrep_backend::StriUcnv::STRI__UCNV_TO_U_CALLBACK_SUBSTITUTE_WARN	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_ucnv.cpp	150	unit:src/altrep_backend/ci_ucnv.cpp	altrep	cxx_helper	void (const void *, UConverterToUnicodeArgs *, const char *, int, UConverterCallbackReason, enum UErrorCode *) noexcept	true	decl:c:@N@charr@N@altrep_backend@S@StriUcnv			external	1
decl:c:@N@charr@N@altrep_backend@S@StriUcnv@F@StriUcnv#*1C#	constructor	StriUcnv	charr::altrep_backend::StriUcnv::StriUcnv	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_ucnv.h	88		altrep	cxx_helper	void (const char *) noexcept	true	decl:c:@N@charr@N@altrep_backend@S@StriUcnv			external	2
decl:c:@N@charr@N@altrep_backend@S@StriUcnv@F@StriUcnv#*1C#&$@N@charr@N@shared@S@DeferredWarnings#	constructor	StriUcnv	charr::altrep_backend::StriUcnv::StriUcnv	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_ucnv.h	95		altrep	cxx_helper	void (const char *, class charr::shared::DeferredWarnings &) noexcept	true	decl:c:@N@charr@N@altrep_backend@S@StriUcnv			external	2
decl:c:@N@charr@N@altrep_backend@S@StriUcnv@F@getCE#	method	getCE	charr::altrep_backend::StriUcnv::getCE	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_ucnv.h	132		altrep	cxx_helper	cetype_t (void)	false	decl:c:@N@charr@N@altrep_backend@S@StriUcnv			external	2
decl:c:@N@charr@N@altrep_backend@S@StriUcnv@F@getConverter#	method	getConverter	charr::altrep_backend::StriUcnv::getConverter	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_ucnv.cpp	124	unit:src/altrep_backend/ci_ucnv.cpp	altrep	cxx_helper	struct UConverter *(void)	false	decl:c:@N@charr@N@altrep_backend@S@StriUcnv			external	2
decl:c:@N@charr@N@altrep_backend@S@StriUcnv@F@openConverter#	method	openConverter	charr::altrep_backend::StriUcnv::openConverter	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_ucnv.cpp	84	unit:src/altrep_backend/ci_ucnv.cpp	altrep	cxx_helper	void (void)	false	decl:c:@N@charr@N@altrep_backend@S@StriUcnv			external	2
decl:c:@N@charr@N@altrep_backend@S@StriUcnv@F@operator=#&&$@N@charr@N@altrep_backend@S@StriUcnv#	method	operator=	charr::altrep_backend::StriUcnv::operator=	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_ucnv.h	113		altrep	cxx_helper	class charr::altrep_backend::StriUcnv &(class charr::altrep_backend::StriUcnv &&) noexcept	true	decl:c:@N@charr@N@altrep_backend@S@StriUcnv			external	2
decl:c:@N@charr@N@altrep_backend@S@StriUcnv@F@~StriUcnv#	destructor	~StriUcnv	charr::altrep_backend::StriUcnv::~StriUcnv	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_ucnv.h	103		altrep	cxx_helper	void (void) noexcept	true	decl:c:@N@charr@N@altrep_backend@S@StriUcnv			external	2
decl:c:@N@charr@N@altrep_backend@S@String8buf	class	String8buf	charr::altrep_backend::String8buf	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_string8buf.h	61		altrep					true	false	external	1
decl:c:@N@charr@N@altrep_backend@S@String8buf@F@String8buf#&1$@N@charr@N@altrep_backend@S@String8buf#	constructor	String8buf	charr::altrep_backend::String8buf::String8buf	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_string8buf.h	102		altrep	cxx_helper	void (const class charr::altrep_backend::String8buf &)	false	decl:c:@N@charr@N@altrep_backend@S@String8buf			external	1
decl:c:@N@charr@N@altrep_backend@S@String8buf@F@String8buf#l#	constructor	String8buf	charr::altrep_backend::String8buf::String8buf	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_string8buf.h	76		altrep	cxx_helper	void (unsigned long)	false	decl:c:@N@charr@N@altrep_backend@S@String8buf			external	1
decl:c:@N@charr@N@altrep_backend@S@String8buf@F@data#	method	data	charr::altrep_backend::String8buf::data	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_string8buf.h	135		altrep	neutral_helper	char *(void) noexcept	true	decl:c:@N@charr@N@altrep_backend@S@String8buf			external	1
decl:c:@N@charr@N@altrep_backend@S@String8buf@F@operator=#&1$@N@charr@N@altrep_backend@S@String8buf#	method	operator=	charr::altrep_backend::String8buf::operator=	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_string8buf.h	113		altrep	cxx_helper	class charr::altrep_backend::String8buf &(const class charr::altrep_backend::String8buf &)	false	decl:c:@N@charr@N@altrep_backend@S@String8buf			external	1
decl:c:@N@charr@N@altrep_backend@S@String8buf@F@replaceAllAtPos#*1C#l#S0_#l#&$@N@std@S@deque>#$@N@std@S@pair>#I#I#$@N@std@S@allocator>#S3_#	method	replaceAllAtPos	charr::altrep_backend::String8buf::replaceAllAtPos	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_string8buf.h	184		altrep	unclassified	unsigned long (const char *, unsigned long, const char *, unsigned long, class std::deque<struct std::pair<int, int> > &)	false	decl:c:@N@charr@N@altrep_backend@S@String8buf			external	1
decl:c:@N@charr@N@altrep_backend@S@String8buf@F@replaceAllAtPos#*1C#l#S0_#l#&$@N@std@S@deque>#$@N@std@S@pair>#I#I#$@N@std@S@allocator>#S3_#@Sa	class	(anonymous class)	(lambda at altrep_backend/ci_string8buf.h:196:29)	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_string8buf.h	196		altrep					false	true	none	1
decl:c:@N@charr@N@altrep_backend@S@String8buf@F@resize#l#b#	method	resize	charr::altrep_backend::String8buf::resize	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_string8buf.h	153		altrep	cxx_helper	void (unsigned long, _Bool)	false	decl:c:@N@charr@N@altrep_backend@S@String8buf			external	1
decl:c:@N@charr@N@altrep_backend@S@String8buf@F@size#1	method	size	charr::altrep_backend::String8buf::size	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_string8buf.h	142		altrep	neutral_helper	unsigned long (void) const noexcept	true	decl:c:@N@charr@N@altrep_backend@S@String8buf			external	1
decl:c:@N@charr@N@altrep_backend@S@String8buf@F@~String8buf#	destructor	~String8buf	charr::altrep_backend::String8buf::~String8buf	charr::altrep_backend	charr::altrep_backend	true	src/altrep_backend/ci_string8buf.h	93		altrep	cxx_helper	void (void) noexcept	true	decl:c:@N@charr@N@altrep_backend@S@String8buf			external	1
decl:c:@N@charr@N@base_backend@F@ci__length_string#*1C#I#I#	function	ci__length_string	charr::base_backend::ci__length_string	charr::base_backend	charr::base_backend	true	src/base_backend/ci_length.cpp	389	unit:src/base_backend/ci_length.cpp	base	cxx_helper	int (const char *, int, int)	false				external	2
decl:c:@N@charr@N@base_backend@F@ci__locate_set_dimnames_list#*$@S@SEXPREC#b#	function	ci__locate_set_dimnames_list	charr::base_backend::ci__locate_set_dimnames_list	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_common.cpp	71	unit:src/base_backend/ci_search_common.cpp	base	r_helper	void (struct SEXPREC *, _Bool) noexcept	true				external	5
decl:c:@N@charr@N@base_backend@F@ci__locate_set_dimnames_matrix#*$@S@SEXPREC#b#	function	ci__locate_set_dimnames_matrix	charr::base_backend::ci__locate_set_dimnames_matrix	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_common.cpp	45	unit:src/base_backend/ci_search_common.cpp	base	r_helper	void (struct SEXPREC *, _Bool) noexcept	true				external	5
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_double_1_notNA_r#*$@S@SEXPREC#*1C#	function	ci__prepare_arg_double_1_notNA_r	charr::base_backend::ci__prepare_arg_double_1_notNA_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	568	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	double (struct SEXPREC *, const char *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_enc_r#*$@S@SEXPREC#*1C#b#	function	ci__prepare_arg_enc_r	charr::base_backend::ci__prepare_arg_enc_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	618	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	const char *(struct SEXPREC *, const char *, _Bool) noexcept	true				external	3
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_integer_1_notNA_r#*$@S@SEXPREC#*1C#	function	ci__prepare_arg_integer_1_notNA_r	charr::base_backend::ci__prepare_arg_integer_1_notNA_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	543	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	int (struct SEXPREC *, const char *) noexcept	true				external	7
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_integer_r#*$@S@SEXPREC#*1C#b#b#	function	ci__prepare_arg_integer_r	charr::base_backend::ci__prepare_arg_integer_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	369	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	struct SEXPREC *(struct SEXPREC *, const char *, _Bool, _Bool) noexcept	true				external	10
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_list_r#*$@S@SEXPREC#*1C#	function	ci__prepare_arg_list_r	charr::base_backend::ci__prepare_arg_list_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	251	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	struct SEXPREC *(struct SEXPREC *, const char *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_list_raw_r#*$@S@SEXPREC#*1C#	function	ci__prepare_arg_list_raw_r	charr::base_backend::ci__prepare_arg_list_raw_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	269	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	struct SEXPREC *(struct SEXPREC *, const char *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_list_string_r#*$@S@SEXPREC#*1C#	function	ci__prepare_arg_list_string_r	charr::base_backend::ci__prepare_arg_list_string_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	298	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	struct SEXPREC *(struct SEXPREC *, const char *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_locale_r#*$@S@SEXPREC#*1C#b#b#	function	ci__prepare_arg_locale_r	charr::base_backend::ci__prepare_arg_locale_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	593	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	const char *(struct SEXPREC *, const char *, _Bool, _Bool) noexcept	true				external	6
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_logical_1_NA_r#*$@S@SEXPREC#*1C#	function	ci__prepare_arg_logical_1_NA_r	charr::base_backend::ci__prepare_arg_logical_1_NA_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	531	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	int (struct SEXPREC *, const char *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_logical_1_notNA_r#*$@S@SEXPREC#*1C#	function	ci__prepare_arg_logical_1_notNA_r	charr::base_backend::ci__prepare_arg_logical_1_notNA_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	514	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	_Bool (struct SEXPREC *, const char *) noexcept	true				external	36
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_logical_1_r#*$@S@SEXPREC#*1C#	function	ci__prepare_arg_logical_1_r	charr::base_backend::ci__prepare_arg_logical_1_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	484	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	struct SEXPREC *(struct SEXPREC *, const char *) noexcept	true				external	11
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_logical_r#*$@S@SEXPREC#*1C#b#	function	ci__prepare_arg_logical_r	charr::base_backend::ci__prepare_arg_logical_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	417	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	struct SEXPREC *(struct SEXPREC *, const char *, _Bool) noexcept	true				external	5
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_string_1_r#*$@S@SEXPREC#*1C#	function	ci__prepare_arg_string_1_r	charr::base_backend::ci__prepare_arg_string_1_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	454	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	struct SEXPREC *(struct SEXPREC *, const char *) noexcept	true				external	7
decl:c:@N@charr@N@base_backend@F@ci__prepare_arg_string_r#*$@S@SEXPREC#*1C#b#	function	ci__prepare_arg_string_r	charr::base_backend::ci__prepare_arg_string_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_prepare_arg.cpp	338	unit:src/base_backend/ci_prepare_arg.cpp	base	r_helper	struct SEXPREC *(struct SEXPREC *, const char *, _Bool) noexcept	true				external	47
decl:c:@N@charr@N@base_backend@F@ci__sub_emit_replacement_warnings_r#&1$@N@std@S@vector>#$@N@charr@N@shared@N@substring@E@ReplacementWarning#$@N@std@S@allocator>#S2_#	function	ci__sub_emit_replacement_warnings_r	charr::base_backend::ci__sub_emit_replacement_warnings_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_sub.cpp	232	unit:src/base_backend/ci_sub.cpp	base	r_helper	void (const class std::vector<enum charr::shared::substring::ReplacementWarning> &) noexcept	true				external	1
decl:c:@N@charr@N@base_backend@F@ci__sub_matrix_has_too_many_columns_r#*$@S@SEXPREC#b#	function	ci__sub_matrix_has_too_many_columns_r	charr::base_backend::ci__sub_matrix_has_too_many_columns_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_sub.cpp	218	unit:src/base_backend/ci_sub.cpp	base	r_helper	_Bool (struct SEXPREC *, _Bool) noexcept	true				external	1
decl:c:@N@charr@N@base_backend@F@ci__sub_prepare_from_to_length_r#&*$@S@SEXPREC#S0_#S0_#&I#S3_#S3_#&*I#S4_#S4_#b#	function	ci__sub_prepare_from_to_length_r	charr::base_backend::ci__sub_prepare_from_to_length_r	charr::base_backend	charr::base_backend	true	src/base_backend/ci_sub.cpp	252	unit:src/base_backend/ci_sub.cpp	base	r_helper	int (struct SEXPREC *&, struct SEXPREC *&, struct SEXPREC *&, int &, int &, int &, int *&, int *&, int *&, _Bool) noexcept	true				external	1
decl:c:@N@charr@N@base_backend@F@ci__width_char#I#	function	ci__width_char	charr::base_backend::ci__width_char	charr::base_backend	charr::base_backend	true	src/base_backend/ci_length.cpp	219	unit:src/base_backend/ci_length.cpp	base	neutral_helper	int (int) noexcept	true				external	1
decl:c:@N@charr@N@base_backend@F@ci__width_char_with_context#I#I#&b#	function	ci__width_char_with_context	charr::base_backend::ci__width_char_with_context	charr::base_backend	charr::base_backend	true	src/base_backend/ci_length.cpp	330	unit:src/base_backend/ci_length.cpp	base	neutral_helper	int (int, int, _Bool &) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci__width_string#*1C#I#I#	function	ci__width_string	charr::base_backend::ci__width_string	charr::base_backend	charr::base_backend	true	src/base_backend/ci_length.cpp	434	unit:src/base_backend/ci_length.cpp	base	cxx_helper	int (const char *, int, int)	false				external	1
decl:c:@N@charr@N@base_backend@F@ci_cmp_equiv#*$@S@SEXPREC#S0_#S0_#	function	ci_cmp_equiv	charr::base_backend::ci_cmp_equiv	charr::base_backend	charr::base_backend	true	src/base_backend/ci_compare.cpp	90	unit:src/base_backend/ci_compare.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_count_boundaries#*$@S@SEXPREC#S0_#	function	ci_count_boundaries	charr::base_backend::ci_count_boundaries	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_boundaries_count.cpp	109	unit:src/base_backend/ci_search_boundaries_count.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_count_coll#*$@S@SEXPREC#S0_#S0_#	function	ci_count_coll	charr::base_backend::ci_count_coll	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_coll_count.cpp	169	unit:src/base_backend/ci_search_coll_count.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_count_fixed#*$@S@SEXPREC#S0_#S0_#	function	ci_count_fixed	charr::base_backend::ci_count_fixed	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_fixed_count.cpp	214	unit:src/base_backend/ci_search_fixed_count.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_count_regex#*$@S@SEXPREC#S0_#S0_#	function	ci_count_regex	charr::base_backend::ci_count_regex	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_regex_count.cpp	150	unit:src/base_backend/ci_search_regex_count.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_detect_coll#*$@S@SEXPREC#S0_#S0_#S0_#S0_#	function	ci_detect_coll	charr::base_backend::ci_detect_coll	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_coll_detect.cpp	185	unit:src/base_backend/ci_search_coll_detect.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_detect_fixed#*$@S@SEXPREC#S0_#S0_#S0_#S0_#	function	ci_detect_fixed	charr::base_backend::ci_detect_fixed	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_fixed_detect.cpp	233	unit:src/base_backend/ci_search_fixed_detect.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_detect_regex#*$@S@SEXPREC#S0_#S0_#S0_#S0_#	function	ci_detect_regex	charr::base_backend::ci_detect_regex	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_regex_detect.cpp	150	unit:src/base_backend/ci_search_regex_detect.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_dup#*$@S@SEXPREC#S0_#	function	ci_dup	charr::base_backend::ci_dup	charr::base_backend	charr::base_backend	true	src/base_backend/ci_dup.cpp	98	unit:src/base_backend/ci_dup.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_duplicated#*$@S@SEXPREC#S0_#S0_#	function	ci_duplicated	charr::base_backend::ci_duplicated	charr::base_backend	charr::base_backend	true	src/base_backend/ci_duplicated.cpp	83	unit:src/base_backend/ci_duplicated.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_enc_info#*$@S@SEXPREC#	function	ci_enc_info	charr::base_backend::ci_enc_info	charr::base_backend	charr::base_backend	true	src/base_backend/ci_encoding_management.cpp	159	unit:src/base_backend/ci_encoding_management.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_encode#*$@S@SEXPREC#S0_#S0_#S0_#	function	ci_encode	charr::base_backend::ci_encode	charr::base_backend	charr::base_backend	true	src/base_backend/ci_encoding_conversion.cpp	368	unit:src/base_backend/ci_encoding_conversion.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_endswith_coll#*$@S@SEXPREC#S0_#S0_#S0_#S0_#	function	ci_endswith_coll	charr::base_backend::ci_endswith_coll	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_coll_startsendswith.cpp	317	unit:src/base_backend/ci_search_coll_startsendswith.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
decl:c:@N@charr@N@base_backend@F@ci_endswith_fixed#*$@S@SEXPREC#S0_#S0_#S0_#S0_#	function	ci_endswith_fixed	charr::base_backend::ci_endswith_fixed	charr::base_backend	charr::base_backend	true	src/base_backend/ci_search_fixed_startsendswith.cpp	408	unit:src/base_backend/ci_search_fixed_startsendswith.cpp	base	entrypoint	struct SEXPREC *(struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *, struct SEXPREC *) noexcept	true				external	2
